id,accountId,amount,transactionType,transactionDate
991,LI25 0430 93SZ TCJT 2NIB F,-9285.75,Retiro,2023-11-14
992,LT95 3386 5124 4642 5284,7232.24,Ingreso,2023-11-09
993,RO84 NRHD UXPO Y2EY VKXZ LJUT,-2094.21,Retiro,2023-04-29
994,MK61 2634 JUO3 YP9D B59,7254.53,Ingreso,2023-12-02
995,FR53 2771 6258 50AP V61C GR4W D11,802.97,Ingreso,2023-10-17
996,FI09 4868 4766 5883 76,-197.27,Retiro,2023-08-21
997,MR16 9307 7911 7234 9661 5861 510,-7127.91,Retiro,2023-09-30
998,BR54 7733 1331 9412 1383 4966 084S 7,-5328.07,Retiro,2023-11-27
999,ME37 7883 0834 9180 7382 69,-7187.6,Retiro,2023-01-08
1000,LT92 6694 5457 9361 9987,-1523.3,Retiro,2023-11-14
